"kunta","vuosi","month","leave_m","leave_f","leave_mTaken","leave_fTaken","numFather","numMother","shareOver18","shareOverPaternity","shareNoLeave","shareUnderMaxMat"
"707",2010,4,263,0,263,17,5,5,0,0,0.8,0
"069",2010,5,263,18,263,18,8,8,0.375,0.125,0,0
"164",2010,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226",2010,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"316",2010,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"746",2010,11,263,18,263,18,12,12,0.25,0,0.0833333333333333,0
"423",2010,10,257,18,263,41,9,10,0.444444444444444,0.111111111111111,0.333333333333333,0.1
"290",2010,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"687",2010,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"918",2010,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"580",2010,4,263,18,263,18,8,8,0,0,0.125,0
"748",2010,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"859",2010,6,263,18,263,18,12,11,0.0833333333333333,0,0.166666666666667,0
"240",2010,9,263,18,263,18,19,20,0.315789473684211,0,0.263157894736842,0
"204",2010,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"758",2010,9,257,36,257,54,6,6,0.5,0.166666666666667,0.333333333333333,0
"275",2010,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143",2010,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"309",2010,5,263,18,263,18,5,7,0,0,0.2,0
"946",2010,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"241",2010,1,251,30,251,42,8,8,0.5,0,0.125,0
"475",2010,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"740",2010,12,263,18,263,18,21,21,0.285714285714286,0,0.285714285714286,0
"785",2010,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"934",2010,7,263,NA,263,NA,NA,5,NA,NA,NA,0
"217",2010,8,263,18,263,18,5,5,0.4,0,0,0
"563",2010,1,263,18,263,18,9,9,0.111111111111111,0.111111111111111,0.111111111111111,0
"732",2010,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"592",2010,8,263,8,263,18,6,8,0.166666666666667,0,0.5,0
"683",2010,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"309",2010,4,263,NA,263,NA,NA,5,NA,NA,NA,0
"742",2010,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"577",2010,2,257,18,257,41,11,10,0.454545454545455,0,0.181818181818182,0
"783",2010,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"507",2010,1,263,0,263,51,5,6,0.2,0.2,0.6,0
"889",2010,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"783",2010,10,263,17,263,18,10,10,0.1,0,0.2,0
"480",2010,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"759",2010,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"934",2010,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105",2010,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108",2010,6,263,18,263,18,8,8,0.25,0.125,0.125,0
"922",2010,3,263,18,263,35,6,6,0.333333333333333,0,0.333333333333333,0
"065",2010,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"624",2010,4,263,17,263,17.5,5,6,0.2,0,0.2,0
"785",2010,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"529",2010,1,263,13,263,28,10,10,0.3,0,0.4,0
"273",2010,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"177",2010,7,263,0,263,15,5,5,0,0,0.6,0
"051",2010,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"892",2010,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"777",2010,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"288",2010,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"494",2010,11,263,18,263,18,11,10,0.0909090909090909,0.0909090909090909,0.181818181818182,0
"484",2010,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"845",2010,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"300",2010,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108",2010,11,263,18,263,18,7,7,0.285714285714286,0,0.285714285714286,0
"052",2010,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"918",2010,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"009",2010,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"416",2010,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"595",2010,3,NA,18,NA,18,5,NA,0,0,0.4,NA
"213",2010,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"562",2010,1,263,17,263,17.5,7,8,0.142857142857143,0,0.142857142857143,0
"738",2010,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"213",2010,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"047",2010,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"541",2010,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"280",2010,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"989",2010,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"082",2010,1,263,18,263,18,6,7,0.333333333333333,0,0,0
"619",2010,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"777",2010,7,263,18,263,18,6,5,0.166666666666667,0,0,0
"729",2010,9,263,17,263,18,9,9,0.222222222222222,0.111111111111111,0.222222222222222,0
"403",2010,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"413",2010,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"284",2010,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"592",2010,2,NA,15,NA,18,5,NA,0,0,0.4,NA
"102",2010,3,263,18,263,18,10,10,0.2,0,0,0
"738",2010,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"440",2010,5,263,18,263,18,13,13,0.0769230769230769,0,0,0
"636",2010,12,263,0,263,18,5,5,0,0,0.6,0
"009",2010,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"176",2010,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"078",2010,4,263,15,263,18,6,6,0.166666666666667,0,0.333333333333333,0
"072",2010,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"061",2010,2,263,5,263,17.5,8,8,0.125,0,0.5,0
"845",2010,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"541",2010,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"235",2010,7,263,16,263,18,7,6,0.285714285714286,0,0.285714285714286,0
"300",2010,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"942",2010,5,263,17,263,17.5,5,5,0,0,0.2,0
"149",2010,7,263,18,263,18,7,8,0,0,0.428571428571429,0
"832",2010,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"849",2010,1,263,18,263,18,9,9,0.222222222222222,0,0,0
"887",2010,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"441",2010,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"481",2010,8,263,18,263,18,14,15,0.142857142857143,0,0.142857142857143,0
"504",2010,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"584",2010,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"892",2010,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"599",2010,2,263,16,263,18,22,22,0.136363636363636,0,0.227272727272727,0
"317",2010,2,263,18,263,18,7,7,0.142857142857143,0,0,0
"214",2010,2,263,4,263,18,10,10,0.1,0.1,0.4,0
"176",2010,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"563",2010,10,263,18,263,18,13,13,0.153846153846154,0,0.384615384615385,0
"683",2010,5,263,17,263,18,8,7,0,0,0.25,0
"595",2010,9,263,18,263,18,7,7,0.285714285714286,0.142857142857143,0.285714285714286,0
"239",2010,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"531",2010,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"729",2010,1,263,18,263,18,8,9,0,0,0.25,0
"924",2010,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"783",2010,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"863",2010,1,263,18,263,18,5,5,0,0,0.2,0
"924",2010,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"312",2010,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"402",2010,1,263,18,263,18,11,10,0.0909090909090909,0,0.272727272727273,0
"433",2010,7,263,18,263,18,8,7,0.25,0,0.25,0
"791",2010,4,263,18,263,18,9,9,0.333333333333333,0.111111111111111,0.111111111111111,0
"476",2010,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"942",2010,12,263,15,263,18,7,7,0.142857142857143,0,0.285714285714286,0
"540",2010,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"749",2010,10,263,17,263,43,9,9,0.444444444444444,0.111111111111111,0.444444444444444,0
"848",2010,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"164",2010,11,263,18,263,18,7,7,0.285714285714286,0,0.285714285714286,0
"226",2010,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"563",2010,2,NA,0,NA,17.5,5,NA,0,0,0.6,NA
"475",2010,7,263,NA,263,NA,NA,5,NA,NA,NA,0
"105",2010,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"593",2010,2,263,18,263,18,13,15,0.230769230769231,0.0769230769230769,0.230769230769231,0
"562",2010,5,263,18,263,34.5,10,9,0.3,0.2,0.4,0
"681",2010,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"615",2010,4,NA,0,NA,16.5,5,NA,0,0,0.6,NA
"442",2010,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"631",2010,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"480",2010,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"236",2010,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"791",2010,9,263,18,263,18,6,6,0,0,0.333333333333333,0
"624",2010,3,263,18,263,18,6,6,0.166666666666667,0,0.166666666666667,0
"140",2010,5,263,18,263,18,12,12,0.333333333333333,0,0.166666666666667,0
"077",2010,11,263,18,263,18,6,6,0.333333333333333,0.166666666666667,0.166666666666667,0
"700",2010,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"287",2010,2,263,18,263,18,7,7,0.142857142857143,0,0.285714285714286,0
"697",2010,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"489",2010,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"778",2010,5,263,17,263,18,6,6,0.166666666666667,0,0.333333333333333,0
"208",2010,11,263,18,263,18,9,9,0.222222222222222,0.111111111111111,0.111111111111111,0
"260",2010,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"077",2010,3,263,18,263,18,10,9,0.2,0,0.1,0
"152",2010,1,263,9,263,18,6,5,0,0,0.5,0
"507",2010,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"434",2010,10,263,18,263,18,12,12,0.333333333333333,0.0833333333333333,0.25,0
"535",2010,8,263,0,263,18,15,15,0.2,0,0.533333333333333,0
"322",2010,6,263,16,263,18,8,7,0.125,0,0.375,0
"681",2010,1,NA,18,NA,30,5,NA,0.4,0,0.2,NA
"413",2010,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"616",2010,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"481",2010,3,263,18,263,18,11,11,0.272727272727273,0,0.181818181818182,0
"284",2010,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"541",2010,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"619",2010,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"047",2010,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"838",2010,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"170",2010,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"696",2010,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"611",2010,2,263,13,263,18,8,9,0.25,0,0.375,0
"275",2010,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"626",2010,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"746",2010,1,263,18,263,18,5,5,0,0,0.2,0
"176",2010,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"848",2010,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"846",2010,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"295",2010,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"631",2010,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"783",2010,5,263,18,263,18,5,5,0.4,0,0,0
"241",2010,4,263,17,263,18,13,14,0.153846153846154,0.0769230769230769,0.230769230769231,0
"636",2010,3,263,12,263,17,7,6,0.142857142857143,0,0.428571428571429,0
"831",2010,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226",2010,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"271",2010,7,NA,0,NA,36,5,NA,0.2,0,0.6,NA
"224",2010,11,263,15,263,16.5,5,5,0,0,0.2,0
"702",2010,3,263,0,263,18,5,5,0,0,0.8,0
"402",2010,7,251,21,251,24,8,7,0.5,0,0.125,0
"071",2010,11,263,8,263,18,6,6,0,0,0.5,0
"738",2010,11,263,18,263,27,5,5,0.4,0,0.2,0
"438",2010,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165",2010,3,263,17,263,18,17,17,0.176470588235294,0.117647058823529,0.235294117647059,0
"020",2010,11,263,18,263,18,12,14,0.333333333333333,0,0.166666666666667,0
"218",2010,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"739",2010,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"922",2010,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"935",2010,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"019",2010,9,251,48,251,48,5,5,0.6,0,0,0
"601",2010,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182",2010,7,263,18,263,18,12,12,0.166666666666667,0,0.0833333333333333,0
"850",2010,9,263,18,263,48,5,5,0.4,0.2,0.4,0
"105",2010,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"563",2010,3,263,16,263,17,8,8,0,0,0.125,0
"926",2010,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103",2010,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"176",2010,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"208",2010,6,263,18,263,18,11,11,0.181818181818182,0,0.181818181818182,0
"400",2010,2,263,18,263,18,5,6,0.2,0,0.2,0
"239",2010,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"992",2010,9,263,18,263,18,22,22,0.136363636363636,0,0.136363636363636,0
"170",2010,8,251,29,251,54,6,5,0.5,0,0.333333333333333,0
"758",2010,11,263,NA,263,NA,NA,6,NA,NA,NA,0
"922",2010,5,263,16,263,16,5,5,0.2,0,0,0
"046",2010,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"434",2010,7,263,18,263,18,13,15,0.230769230769231,0,0.153846153846154,0
"538",2010,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"895",2010,6,263,18,263,18,10,12,0.2,0,0.1,0
"887",2010,12,263,18,263,18,5,6,0.2,0.2,0.4,0
"018",2010,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"009",2010,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"016",2010,1,263,15,263,18,6,7,0.166666666666667,0,0.333333333333333,0
"438",2010,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"016",2010,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"545",2010,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"846",2010,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"086",2010,6,251,27,251,42,8,8,0.5,0,0.125,0.125
"941",2010,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"086",2010,4,263,14,263,18,8,8,0.125,0,0.375,0
"103",2010,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"845",2010,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"478",2010,12,251,44,251,53,12,11,0.583333333333333,0,0.0833333333333333,0
"182",2010,2,263,18,263,18,11,11,0.272727272727273,0.0909090909090909,0,0.0909090909090909
"989",2010,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"291",2010,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108",2010,1,263,18,263,18,5,6,0.2,0,0.4,0
"301",2010,3,NA,9,NA,18,6,NA,0,0,0.5,NA
"704",2010,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"174",2010,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"636",2010,6,263,18,263,18,12,12,0.166666666666667,0,0.166666666666667,0
"139",2010,2,263,5,263,12.5,10,11,0,0,0.4,0
"226",2010,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"748",2010,3,263,17,263,18,6,6,0.166666666666667,0,0.166666666666667,0
"103",2010,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"532",2010,7,251,NA,251,NA,NA,5,NA,NA,NA,0
"250",2010,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"541",2010,11,263,18,263,18,5,5,0,0,0,0
"976",2010,4,263,18,263,18,5,5,0,0,0.4,0
"588",2010,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"271",2010,12,263,0,263,36,5,5,0.2,0,0.6,0
"849",2010,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"090",2010,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"758",2010,2,263,18,263,20,7,8,0.428571428571429,0,0.285714285714286,0
"625",2010,2,263,18,263,18,5,5,0.4,0,0,0
"931",2010,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"922",2010,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"081",2010,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"691",2010,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"498",2010,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"305",2010,4,263,17,263,17,13,14,0.153846153846154,0,0.153846153846154,0
"018",2010,4,263,18,263,18,6,6,0.333333333333333,0,0.166666666666667,0
"441",2010,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"751",2010,3,NA,16,NA,17,5,NA,0,0,0.4,NA
"768",2010,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"484",2010,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111",2010,8,263,13,263,18,7,7,0.142857142857143,0.142857142857143,0.285714285714286,0
"845",2010,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"176",2010,4,263,18,263,18,12,13,0.25,0,0.416666666666667,0
"924",2010,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"287",2010,6,251,35,253,53,6,5,0.5,0.166666666666667,0.166666666666667,0.2
"614",2010,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"434",2010,2,263,25,263,33,8,9,0.5,0.125,0.125,0
"785",2010,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152",2010,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"702",2010,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182",2010,12,263,14,263,15,9,10,0.111111111111111,0,0.222222222222222,0
"844",2010,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"300",2010,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"263",2010,7,263,17,263,18,6,6,0.166666666666667,0,0.333333333333333,0
"729",2010,5,263,18,263,18,9,9,0.111111111111111,0.111111111111111,0.111111111111111,0
"746",2010,10,263,18,263,18,9,9,0.222222222222222,0,0.333333333333333,0
"018",2010,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146",2010,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"204",2010,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"576",2010,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"704",2010,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"854",2010,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"019",2010,4,263,17,263,48,8,7,0.375,0,0.375,0
"241",2010,5,263,18,263,18,7,9,0.285714285714286,0,0.285714285714286,0
"143",2010,8,263,18,263,18,5,5,0.2,0,0.2,0
"946",2010,5,263,18,263,18,13,11,0.384615384615385,0,0.153846153846154,0
"540",2010,12,251,54,251,54,5,5,0.6,0,0.2,0
"051",2010,3,263,NA,263,NA,NA,5,NA,NA,NA,0
"563",2010,9,263,18,263,18,7,7,0,0,0,0
"441",2010,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"620",2010,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"601",2010,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"507",2010,3,251,54,251,54,5,5,0.6,0,0.2,0
"614",2010,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"423",2010,6,263,18,263,18,16,17,0.25,0,0,0
"076",2010,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"078",2010,12,263,17,263,17.5,5,5,0.2,0,0.2,0
"832",2010,10,NA,11,NA,18,5,NA,0,0,0.4,NA
"312",2010,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"850",2010,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"918",2010,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"529",2010,6,263,18,263,18,12,12,0.333333333333333,0.166666666666667,0.0833333333333333,0
"082",2010,8,257,27,257,62,8,8,0.5,0.25,0.5,0
"434",2010,8,263,18,263,18,10,10,0.2,0,0.3,0
"217",2010,6,263,18,263,18,7,7,0.142857142857143,0,0.285714285714286,0
"231",2010,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148",2010,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"747",2010,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"844",2010,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"857",2010,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"213",2010,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142",2010,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"005",2010,2,263,18,263,18,5,5,0,0,0,0
"607",2010,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"076",2010,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"924",2010,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"255",2010,1,263,18,263,18,23,22,0.217391304347826,0,0.304347826086957,0
"618",2010,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"696",2010,9,263,12,263,12,5,5,0.2,0,0,0
"421",2010,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"576",2010,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"631",2010,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"213",2010,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"742",2010,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"921",2010,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"704",2010,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"759",2010,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103",2010,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"529",2010,5,263,30,263,42,8,10,0.5,0,0.125,0
"576",2010,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"972",2010,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"402",2010,12,263,14,263,41.5,9,9,0.444444444444444,0.111111111111111,0.333333333333333,0
"164",2010,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105",2010,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"287",2010,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"729",2010,10,263,9,263,18,6,7,0.166666666666667,0,0.5,0
"317",2010,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"598",2010,11,263,17,263,18,10,10,0.2,0,0.2,0
"300",2010,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"069",2010,6,263,18,263,18,13,13,0.153846153846154,0.0769230769230769,0.153846153846154,0
"768",2010,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"403",2010,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"729",2010,7,263,16,263,18,7,7,0.142857142857143,0,0.428571428571429,0
"834",2010,1,NA,17,NA,18,5,NA,0,0,0.4,NA
"846",2010,9,263,16,263,18,7,7,0.142857142857143,0,0.428571428571429,0
"925",2010,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148",2010,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"972",2010,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"942",2010,8,263,18,263,18,7,7,0.142857142857143,0,0.285714285714286,0
"145",2010,12,263,18,263,18,10,11,0.2,0,0.1,0.0909090909090909
"562",2010,8,251,18,257,36,11,11,0.454545454545455,0.0909090909090909,0.0909090909090909,0.0909090909090909
"890",2010,7,197,0,263,6,6,6,0,0,0.833333333333333,0.166666666666667
"500",2010,11,263,17,263,33.5,8,8,0.375,0.125,0.25,0
"478",2010,1,263,16,263,18,9,10,0.222222222222222,0,0.444444444444444,0
"732",2010,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"834",2010,7,263,0,263,18,5,5,0,0,0.6,0
"607",2010,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"305",2010,1,263,18,263,18,12,13,0.25,0.0833333333333333,0.166666666666667,0
"435",2010,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"416",2010,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"895",2010,2,263,11,263,16.5,10,10,0.1,0,0.4,0
"833",2010,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"623",2010,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"504",2010,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"892",2010,2,263,17,263,18,5,5,0.2,0,0.4,0
"071",2010,4,263,16,263,18,10,9,0.1,0,0.3,0
"562",2010,6,263,18,263,18,5,5,0.4,0,0,0
"403",2010,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"848",2010,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"626",2010,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"016",2010,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"922",2010,9,263,7,263,18,6,6,0.166666666666667,0,0.5,0
