"kunta","vuosi","leave_m","leave_f","leave_mTaken","leave_fTaken","numFather","numMother","shareOver18","shareOverPaternity","shareNoLeave","shareUnderMaxMat"
"255",2009,263,18,263,18,246,243,0.203252032520325,0.0203252032520325,0.219512195121951,0.00411522633744856
"232",2009,263,18,263,18,163,161,0.134969325153374,0.0184049079754601,0.202453987730061,0.0062111801242236
"418",2009,263,18,263,18,316,318,0.300632911392405,0.0316455696202532,0.19620253164557,0.00314465408805031
"790",2009,263,18,263,18,230,233,0.121739130434783,0.0304347826086957,0.269565217391304,0
"426",2009,263,18,263,18,149,151,0.208053691275168,0.0402684563758389,0.268456375838926,0.00662251655629139
"927",2009,263,18,263,18,362,368,0.209944751381215,0.0248618784530387,0.232044198895028,0.00271739130434783
"749",2009,263,18,263,18,261,264,0.252873563218391,0.0191570881226054,0.187739463601533,0.00378787878787879
"729",2009,263,17,263,18,96,94,0.104166666666667,0,0.375,0
"604",2009,263,18,263,18,240,236,0.320833333333333,0.025,0.195833333333333,0
"244",2009,263,18,263,18,250,266,0.248,0.024,0.208,0.0075187969924812
"071",2009,263,18,263,18,75,75,0.0533333333333333,0,0.266666666666667,0
"567",2009,263,18,263,18,179,179,0.173184357541899,0.0167597765363128,0.167597765363128,0
"989",2009,263,17,263,18,62,62,0.129032258064516,0.0645161290322581,0.32258064516129,0
"593",2009,263,18,263,18,146,151,0.198630136986301,0.0479452054794521,0.273972602739726,0.0198675496688742
"050",2009,263,18,263,18,128,131,0.1484375,0.015625,0.203125,0.00763358778625954
"430",2009,263,18,263,18,146,145,0.123287671232877,0.0479452054794521,0.308219178082192,0.00689655172413793
"020",2009,263,18,263,18,161,160,0.211180124223602,0.0496894409937888,0.285714285714286,0
"834",2009,263,18,263,18,88,87,0.193181818181818,0.0568181818181818,0.25,0
"916",2009,263,0,263,18,25,26,0.12,0,0.52,0.0384615384615385
"631",2009,263,18,263,18,17,17,0.0588235294117647,0,0.117647058823529,0
"838",2009,263,18,263,18,19,18,0.263157894736842,0.0526315789473684,0.157894736842105,0
"762",2009,263,18,263,18,35,31,0.142857142857143,0.0285714285714286,0.2,0
"240",2009,263,17,263,18,211,217,0.127962085308057,0.037914691943128,0.345971563981043,0.0230414746543779
"273",2009,263,7,263,18,33,34,0.151515151515152,0.0303030303030303,0.363636363636364,0
"226",2009,263,12,263,18,42,38,0.0714285714285714,0.0238095238095238,0.452380952380952,0
"440",2009,263,18,263,18,91,91,0.0989010989010989,0.010989010989011,0.0659340659340659,0
"290",2009,263,18,263,18,91,87,0.153846153846154,0.021978021978022,0.362637362637363,0
"060",2009,257,25,263,40,34,36,0.5,0.147058823529412,0.147058823529412,0.0555555555555556
"851",2009,263,18,263,18,258,268,0.166666666666667,0.0232558139534884,0.286821705426357,0.0223880597014925
"755",2009,263,18,263,18,88,83,0.204545454545455,0.0113636363636364,0.25,0
"009",2009,263,18,263,18,28,30,0.142857142857143,0,0.178571428571429,0
"164",2009,263,18,263,18,70,74,0.114285714285714,0,0.314285714285714,0
"171",2009,263,18,263,18,50,48,0.2,0.06,0.24,0.0208333333333333
"182",2009,263,18,263,18,208,212,0.206730769230769,0.0144230769230769,0.259615384615385,0
"581",2009,263,17,263,18,62,65,0.112903225806452,0,0.32258064516129,0.0153846153846154
"145",2009,263,18,263,18,144,144,0.138888888888889,0.0347222222222222,0.201388888888889,0.00694444444444444
"503",2009,263,18,263,18,75,76,0.253333333333333,0.0266666666666667,0.173333333333333,0
"153",2009,263,18,263,18,210,223,0.2,0.0238095238095238,0.304761904761905,0.00896860986547085
"322",2009,263,18,263,18,54,56,0.111111111111111,0.0555555555555556,0.185185185185185,0
"850",2009,263,18,263,18,30,32,0.133333333333333,0.0333333333333333,0.266666666666667,0.03125
"618",2009,263,18,263,18,29,27,0.137931034482759,0.0344827586206897,0.275862068965517,0
"445",2009,263,18,263,18,146,150,0.253424657534247,0.0410958904109589,0.184931506849315,0
"140",2009,263,18,263,18,214,224,0.172897196261682,0.0467289719626168,0.205607476635514,0.00892857142857143
"178",2009,263,18,263,18,54,52,0.166666666666667,0.0185185185185185,0.259259259259259,0
"535",2009,263,18,263,18,188,195,0.132978723404255,0.0425531914893617,0.180851063829787,0
"691",2009,263,18,263,18,42,42,0.119047619047619,0,0.261904761904762,0
"753",2009,263,18,263,18,194,198,0.304123711340206,0.0360824742268041,0.195876288659794,0.0101010101010101
"272",2009,263,18,263,18,601,614,0.161397670549085,0.0249584026622296,0.221297836938436,0.00325732899022801
"577",2009,263,18,263,18,127,127,0.338582677165354,0.0393700787401575,0.173228346456693,0
"857",2009,263,18,263,37.5,22,22,0.409090909090909,0.0909090909090909,0.272727272727273,0
"625",2009,263,17,263,18,43,43,0.13953488372093,0.0465116279069767,0.209302325581395,0
"224",2009,263,18,263,18,105,104,0.171428571428571,0.00952380952380952,0.219047619047619,0.0192307692307692
"211",2009,263,18,263,18,399,391,0.270676691729323,0.0325814536340852,0.18796992481203,0
"580",2009,263,18,263,18,27,25,0.0740740740740741,0,0.222222222222222,0
"400",2009,263,18,263,18,84,90,0.0833333333333333,0,0.238095238095238,0
"886",2009,263,18,263,18,145,145,0.16551724137931,0.0275862068965517,0.248275862068966,0
"638",2009,263,18,263,18,540,556,0.248148148148148,0.0425925925925926,0.253703703703704,0.00899280575539568
"935",2009,263,18,263,18,30,28,0.2,0,0.133333333333333,0
"444",2009,263,18,263,18,416,421,0.1875,0.0216346153846154,0.242788461538462,0.00712589073634204
"563",2009,263,17,263,18,95,92,0.0842105263157895,0.0105263157894737,0.273684210526316,0
"291",2009,263,17,263,18,18,16,0.111111111111111,0.0555555555555556,0.444444444444444,0
"931",2009,263,16,263,18,52,51,0.115384615384615,0.0384615384615385,0.307692307692308,0
"742",2009,263,18,263,18,8,5,0,0,0.25,0
"016",2009,263,18,263,18,77,73,0.168831168831169,0.038961038961039,0.25974025974026,0.0136986301369863
"079",2009,263,18,263,18,62,63,0.17741935483871,0.0483870967741935,0.241935483870968,0.0158730158730159
"494",2009,263,18,263,18,150,157,0.16,0.0333333333333333,0.173333333333333,0.00636942675159236
"710",2009,263,18,263,18,283,289,0.176678445229682,0.03886925795053,0.222614840989399,0.0103806228373702
"005",2009,263,18,263,18,119,118,0.109243697478992,0.00840336134453781,0.260504201680672,0
"082",2009,263,18,263,18,119,119,0.243697478991597,0.0168067226890756,0.226890756302521,0
"214",2009,263,17,263,18,103,110,0.155339805825243,0.00970873786407767,0.388349514563107,0
"086",2009,263,18,263,18,101,100,0.158415841584158,0.0495049504950495,0.247524752475248,0.01
"765",2009,263,17,263,18,91,93,0.175824175824176,0.021978021978022,0.241758241758242,0.010752688172043
"305",2009,263,18,263,18,189,189,0.174603174603175,0.0317460317460317,0.26984126984127,0.0158730158730159
"217",2009,263,18,263,18,69,72,0.231884057971014,0.0289855072463768,0.202898550724638,0.0138888888888889
"481",2009,263,18,263,18,116,120,0.241379310344828,0.0172413793103448,0.181034482758621,0
"227",2009,263,18,263,18,42,43,0.261904761904762,0.0238095238095238,0.214285714285714,0
"408",2009,263,18,263,18,157,159,0.152866242038217,0.0127388535031847,0.21656050955414,0
"276",2009,263,18,263,18,182,184,0.225274725274725,0.0164835164835165,0.21978021978022,0.00543478260869565
"696",2009,263,18,263,18,58,58,0.189655172413793,0.0344827586206897,0.224137931034483,0
"075",2009,263,18,263,18,199,198,0.170854271356784,0.0251256281407035,0.185929648241206,0
"740",2009,263,18,263,18,210,211,0.219047619047619,0.0428571428571429,0.219047619047619,0.014218009478673
"491",2009,263,18,263,18,423,440,0.231678486997636,0.0212765957446809,0.238770685579196,0.00681818181818182
"081",2009,263,3,263,18,14,15,0.0714285714285714,0,0.5,0
"241",2009,263,18,263,18,101,99,0.178217821782178,0.0297029702970297,0.277227722772277,0.0101010101010101
"165",2009,263,18,263,18,203,202,0.206896551724138,0.0197044334975369,0.172413793103448,0
"925",2009,263,18,263,18,30,31,0.166666666666667,0,0.233333333333333,0
"405",2009,263,18,263,18,625,635,0.2576,0.0352,0.264,0.0110236220472441
"636",2009,263,18,263,18,110,110,0.1,0.0363636363636364,0.209090909090909,0.00909090909090909
"263",2009,263,18,263,18,90,87,0.144444444444444,0.0555555555555556,0.288888888888889,0
"977",2009,263,18,263,18,212,211,0.122641509433962,0.0377358490566038,0.202830188679245,0.004739336492891
"541",2009,263,18,263,18,66,66,0.136363636363636,0.0606060606060606,0.227272727272727,0
"759",2009,263,18,263,18,23,23,0.0869565217391304,0.0434782608695652,0.130434782608696,0
"887",2009,263,13,263,18,39,43,0.153846153846154,0,0.461538461538462,0
"992",2009,263,18,263,18,207,215,0.193236714975845,0.0144927536231884,0.27536231884058,0.00465116279069767
"301",2009,263,18,263,18,133,137,0.157894736842105,0.0225563909774436,0.255639097744361,0
"284",2009,263,18,263,18,23,22,0.0869565217391304,0,0.217391304347826,0
"746",2009,263,18,263,18,93,91,0.0752688172043011,0.032258064516129,0.129032258064516,0
"433",2009,263,18,263,18,106,105,0.160377358490566,0.0377358490566038,0.226415094339623,0
"319",2009,263,17,263,18,26,26,0.153846153846154,0.0769230769230769,0.384615384615385,0
"174",2009,263,18,263,18,44,45,0.136363636363636,0,0.181818181818182,0
"271",2009,263,18,263,18,63,62,0.0793650793650794,0.0158730158730159,0.349206349206349,0
"791",2009,263,18,263,18,51,50,0.0980392156862745,0,0.235294117647059,0
"239",2009,263,18,263,18,20,19,0.15,0.05,0.2,0
"616",2009,263,12,263,18,15,13,0.0666666666666667,0,0.466666666666667,0
"598",2009,263,18,263,18,224,228,0.1875,0.0267857142857143,0.254464285714286,0.0131578947368421
"845",2009,263,16,263,18,43,37,0.13953488372093,0.0232558139534884,0.395348837209302,0
"505",2009,263,18,263,18,268,272,0.23134328358209,0.0223880597014925,0.205223880597015,0
"072",2009,263,18,263,18,10,10,0.2,0,0.1,0
"288",2009,263,18,263,18,67,67,0.26865671641791,0.0447761194029851,0.134328358208955,0
"534",2009,263,18,263,18,64,64,0.171875,0.03125,0.21875,0.015625
"529",2009,263,18,263,18,168,172,0.220238095238095,0.0476190476190476,0.261904761904762,0.0116279069767442
"265",2009,263,17,263,18,13,11,0.0769230769230769,0,0.461538461538462,0
"498",2009,263,17,263,18,20,21,0.15,0,0.35,0.0476190476190476
"420",2009,263,18,263,18,85,88,0.188235294117647,0.0235294117647059,0.211764705882353,0
"102",2009,263,18,263,18,101,98,0.0594059405940594,0.0297029702970297,0.277227722772277,0.0102040816326531
"478",2009,263,18,263,18,85,85,0.341176470588235,0.0823529411764706,0.294117647058824,0.0588235294117647
"777",2009,263,17,263,18,58,54,0.120689655172414,0.0344827586206897,0.379310344827586,0
"611",2009,263,18,263,18,85,84,0.2,0.0352941176470588,0.129411764705882,0
"052",2009,263,18,263,18,26,26,0.153846153846154,0.0384615384615385,0.0769230769230769,0
"689",2009,263,18,263,18,30,27,0.266666666666667,0.1,0.266666666666667,0.0740740740740741
"476",2009,263,18,263,18,37,36,0.135135135135135,0.027027027027027,0.27027027027027,0
"697",2009,263,5,263,18,11,10,0.181818181818182,0.181818181818182,0.454545454545455,0
"139",2009,263,18,263,18,150,149,0.1,0.00666666666666667,0.333333333333333,0.0134228187919463
"863",2009,263,18,263,18,38,38,0.131578947368421,0.0526315789473684,0.315789473684211,0.0263157894736842
"700",2009,263,18,263,18,47,48,0.276595744680851,0.0425531914893617,0.170212765957447,0
"761",2009,263,18,263,18,68,68,0.176470588235294,0.0147058823529412,0.220588235294118,0.0147058823529412
"683",2009,263,18,263,18,54,52,0.111111111111111,0.0555555555555556,0.351851851851852,0
"538",2009,263,18,263,18,59,56,0.271186440677966,0.0508474576271186,0.186440677966102,0
"423",2009,263,18,263,18,207,211,0.241545893719807,0.0193236714975845,0.164251207729469,0.004739336492891
"751",2009,263,17,263,18,29,30,0.137931034482759,0.0344827586206897,0.344827586206897,0
"316",2009,263,18,263,18,48,48,0.208333333333333,0.0416666666666667,0.166666666666667,0
"584",2009,263,18,263,18,59,57,0.101694915254237,0.0508474576271186,0.305084745762712,0
"508",2009,263,18,263,18,92,91,0.206521739130435,0.0652173913043478,0.293478260869565,0.010989010989011
"972",2009,263,18,263,18,37,35,0.0540540540540541,0,0.378378378378378,0
"300",2009,263,18,263,18,39,40,0.128205128205128,0.0256410256410256,0.333333333333333,0
"846",2009,263,18,263,18,45,44,0.155555555555556,0.0444444444444444,0.222222222222222,0
"635",2009,263,18,263,18,63,63,0.222222222222222,0.0158730158730159,0.26984126984127,0.0158730158730159
"687",2009,263,0,263,17.5,10,10,0.1,0,0.6,0
"942",2009,263,18,263,18,76,72,0.263157894736842,0.0394736842105263,0.25,0
"934",2009,263,18,263,18,31,31,0.0645161290322581,0,0.290322580645161,0
"578",2009,263,17,263,18,31,31,0.129032258064516,0.032258064516129,0.258064516129032,0.032258064516129
"077",2009,263,17,263,18,54,54,0.0925925925925926,0,0.314814814814815,0
"778",2009,263,18,263,18,61,62,0.147540983606557,0.0327868852459016,0.19672131147541,0.0161290322580645
"732",2009,263,0,263,18,20,19,0.05,0,0.7,0
"686",2009,263,18,263,18,29,30,0.0689655172413793,0,0.310344827586207,0.0333333333333333
"489",2009,263,18,263,18,13,12,0.307692307692308,0.0769230769230769,0.0769230769230769,0
"143",2009,263,12,263,18,56,58,0.160714285714286,0.0178571428571429,0.428571428571429,0
"615",2009,263,17,263,18,83,78,0.0963855421686747,0.0481927710843374,0.301204819277108,0
"892",2009,263,18,263,18,59,59,0.135593220338983,0.0169491525423729,0.152542372881356,0
"151",2009,263,17,263,18,17,16,0.0588235294117647,0,0.352941176470588,0
"908",2009,263,18,263,18,214,219,0.210280373831776,0.0373831775700935,0.238317757009346,0
"785",2009,263,18,263,18,22,19,0.181818181818182,0.0454545454545455,0.409090909090909,0
"047",2009,263,0,263,18,20,17,0.15,0,0.6,0
"748",2009,263,18,263,18,82,85,0.268292682926829,0.0853658536585366,0.24390243902439,0.0235294117647059
"599",2009,263,18,263,18,175,174,0.16,0.0228571428571429,0.148571428571429,0.0114942528735632
"758",2009,263,18,263,18,68,62,0.161764705882353,0.0588235294117647,0.25,0
"475",2009,263,18,263,18,78,79,0.256410256410256,0.0128205128205128,0.153846153846154,0.0126582278481013
"624",2009,263,18,263,18,50,52,0.24,0.02,0.24,0
"601",2009,263,18,263,18,46,48,0.0217391304347826,0.0217391304347826,0.260869565217391,0
"559",2009,263,18,263,18,27,28,0.259259259259259,0,0.222222222222222,0.0357142857142857
"924",2009,263,18,263,18,49,52,0.102040816326531,0.0408163265306122,0.306122448979592,0
"945",2009,263,18,263,18,48,44,0.125,0.0208333333333333,0.270833333333333,0
"781",2009,263,17,263,18,18,18,0.166666666666667,0.0555555555555556,0.333333333333333,0
"320",2009,263,0,263,18,46,45,0.0869565217391304,0,0.521739130434783,0
"176",2009,263,18,263,18,34,34,0.0882352941176471,0,0.352941176470588,0
"442",2009,263,18,263,18,40,37,0.2,0,0.3,0
"402",2009,263,18,263,18,91,88,0.164835164835165,0.043956043956044,0.318681318681319,0
"236",2009,263,17,263,18,50,51,0.1,0.04,0.14,0
"576",2009,263,18,263,18,24,23,0.0833333333333333,0,0.333333333333333,0
"413",2009,263,17,263,18,11,12,0.0909090909090909,0,0.363636363636364,0
"090",2009,263,18,263,18,36,37,0.0555555555555556,0.0277777777777778,0.222222222222222,0
"545",2009,263,18,263,18,80,79,0.275,0.0375,0.2125,0
"148",2009,263,18,263,18,73,65,0.164383561643836,0.0410958904109589,0.287671232876712,0
"783",2009,263,18,263,18,35,39,0.257142857142857,0.0857142857142857,0.142857142857143,0.0512820512820513
"608",2009,263,18,263,18,24,25,0.25,0.0416666666666667,0.166666666666667,0
"407",2009,263,17,263,18,22,23,0.181818181818182,0.0909090909090909,0.272727272727273,0
"289",2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"246",2009,263,18,263,18,52,55,0.269230769230769,0.0769230769230769,0.288461538461538,0
"739",2009,263,18,263,18,32,30,0.09375,0.03125,0.21875,0
"981",2009,263,7,263,18,14,14,0.142857142857143,0.0714285714285714,0.5,0
"561",2009,263,12,263,18,11,11,0.0909090909090909,0,0.363636363636364,0
"218",2009,263,7,263,18,8,8,0.125,0,0.5,0
"918",2009,263,18,263,18,28,29,0.285714285714286,0.142857142857143,0.178571428571429,0
"480",2009,263,15,263,18,30,29,0.1,0,0.433333333333333,0
"169",2009,263,18,263,18,57,58,0.245614035087719,0.0175438596491228,0.210526315789474,0
"531",2009,263,17,263,18,55,56,0.109090909090909,0.0545454545454545,0.236363636363636,0
"936",2009,263,17,263,18,65,67,0.0923076923076923,0,0.323076923076923,0
"204",2009,263,18,263,18,19,19,0.157894736842105,0.0526315789473684,0.315789473684211,0
"260",2009,263,15,263,18,51,56,0.137254901960784,0,0.392156862745098,0.0178571428571429
"562",2009,263,18,263,18,97,98,0.257731958762887,0.0309278350515464,0.206185567010309,0
"275",2009,263,18,263,18,23,21,0.0869565217391304,0,0.173913043478261,0
"105",2009,263,18,263,18,17,19,0.294117647058824,0.0588235294117647,0.117647058823529,0
"630",2009,263,18,263,18,20,21,0.15,0,0.3,0
"223",2009,263,17,263,18,9,8,0.222222222222222,0,0.333333333333333,0
"051",2009,263,18,263,18,67,67,0.17910447761194,0.0298507462686567,0.208955223880597,0.0149253731343284
"747",2009,263,18,263,18,11,10,0.0909090909090909,0,0.363636363636364,0
"416",2009,263,18,263,18,30,31,0.366666666666667,0.0666666666666667,0.2,0
"254",2009,263,7,263,18,8,8,0.125,0,0.5,0
"097",2009,263,17,263,18,12,11,0.0833333333333333,0,0.25,0
"441",2009,263,18,263,18,36,37,0.111111111111111,0,0.166666666666667,0
"235",2009,263,18,263,18,72,70,0.333333333333333,0.0555555555555556,0.263888888888889,0
"681",2009,263,17,263,18,23,20,0.0869565217391304,0,0.434782608695652,0.05
"507",2009,263,18,263,18,41,39,0.146341463414634,0.0487804878048781,0.317073170731707,0
"019",2009,263,18,263,18,39,40,0.205128205128205,0.0256410256410256,0.102564102564103,0
"702",2009,263,18,263,18,29,29,0.206896551724138,0.0344827586206897,0.344827586206897,0
"436",2009,263,18,263,18,42,40,0.0476190476190476,0.0238095238095238,0.261904761904762,0
"620",2009,263,18,263,18,15,14,0.0666666666666667,0.0666666666666667,0.266666666666667,0
"310",2009,263,18,263,18,29,28,0.275862068965517,0,0.275862068965517,0.0357142857142857
"177",2009,263,17,263,18,20,19,0.05,0,0.25,0
"849",2009,263,18,263,18,41,38,0.0975609756097561,0.024390243902439,0.219512195121951,0
"309",2009,263,11,263,18,62,61,0.0967741935483871,0.0161290322580645,0.483870967741935,0
"848",2009,263,18,263,18,37,40,0.216216216216216,0.027027027027027,0.216216216216216,0.025
"738",2009,263,18,263,18,25,25,0.16,0,0.36,0
"250",2009,263,18,263,18,24,20,0.166666666666667,0.0416666666666667,0.25,0.05
"280",2009,263,18,263,18,22,22,0.181818181818182,0,0.272727272727273,0.0454545454545455
"976",2009,263,17,263,18,39,43,0.128205128205128,0,0.358974358974359,0.0232558139534884
"230",2009,263,0,263,18,19,18,0.210526315789474,0.105263157894737,0.526315789473684,0
"146",2009,263,18,263,18,38,37,0.0526315789473684,0.0263157894736842,0.342105263157895,0
"484",2009,263,18,263,18,18,19,0.166666666666667,0.0555555555555556,0.111111111111111,0
"403",2009,263,17,263,18,30,30,0.166666666666667,0.0333333333333333,0.333333333333333,0.0333333333333333
"768",2009,263,18,263,18,11,9,0.0909090909090909,0,0.181818181818182,0
"619",2009,263,18,263,18,27,24,0.185185185185185,0,0.333333333333333,0
"261",2009,263,17,263,18,65,65,0.0923076923076923,0.0153846153846154,0.338461538461538,0
"317",2009,263,18,263,18,33,33,0.121212121212121,0,0.272727272727273,0
"540",2009,263,18,263,18,64,65,0.109375,0.0625,0.234375,0
"921",2009,263,18,263,18,17,16,0.176470588235294,0.0588235294117647,0.352941176470588,0
"889",2009,263,18,263,18,25,25,0.16,0,0.28,0
"844",2009,263,12,263,18,5,5,0,0,0.4,0
"504",2009,263,18,263,18,24,22,0.166666666666667,0.0416666666666667,0.333333333333333,0
"831",2009,263,18,263,18,46,47,0.260869565217391,0.0434782608695652,0.130434782608696,0
"181",2009,263,17,263,17.5,12,11,0.166666666666667,0.0833333333333333,0.333333333333333,0
"142",2009,263,18,263,18,60,60,0.2,0.0166666666666667,0.333333333333333,0
"312",2009,263,18,263,18,13,12,0.0769230769230769,0.0769230769230769,0.0769230769230769,0
"833",2009,263,18,263,18,13,13,0.153846153846154,0,0.153846153846154,0
"911",2009,263,18,263,18,19,20,0.105263157894737,0,0.315789473684211,0
