"postinro","vuosi","leave_m","leave_f","leave_mTaken","leave_fTaken","numFather","numMother","shareOver18","shareOverPaternity","shareNoLeave","shareUnderMaxMat"
"20610",2010,263,12,263,18,121,138,0.181818181818182,0.0330578512396694,0.462809917355372,0.0217391304347826
"33530",2010,263,18,263,37.5,35,38,0.428571428571429,0,0.2,0
"33900",2010,263,18,263,18,131,136,0.267175572519084,0.0305343511450382,0.290076335877863,0.0220588235294118
"33500",2010,259,18,259,41.5,76,76,0.473684210526316,0.0526315789473684,0.236842105263158,0
"40100",2010,263,18,263,18,83,82,0.265060240963855,0.0481927710843374,0.289156626506024,0.0121951219512195
"41120",2010,263,18,263,27.5,39,38,0.41025641025641,0.0256410256410256,0.179487179487179,0
"33310",2010,263,16,263,18,76,82,0.184210526315789,0,0.394736842105263,0.0365853658536585
"15200",2010,263,14,263,18,43,42,0.232558139534884,0.0232558139534884,0.441860465116279,0
"90820",2010,263,18,263,18,45,42,0.311111111111111,0.0444444444444444,0.266666666666667,0
"70460",2010,263,18,263,18,54,54,0.222222222222222,0.0185185185185185,0.37037037037037,0.037037037037037
"33840",2010,263,18,263,18,45,47,0.288888888888889,0,0.355555555555556,0
"15550",2010,263,18,263,18,41,44,0.24390243902439,0.024390243902439,0.195121951219512,0.0227272727272727
"15150",2010,263,18,263,18,38,39,0.263157894736842,0.0263157894736842,0.263157894736842,0.0512820512820513
"15240",2010,263,18,263,18,76,85,0.184210526315789,0,0.328947368421053,0.0235294117647059
"90800",2010,263,18,263,18,114,114,0.315789473684211,0.043859649122807,0.184210526315789,0
"90520",2010,263,17,263,18,77,84,0.220779220779221,0.038961038961039,0.363636363636364,0.0238095238095238
"40250",2010,263,18,263,24,84,93,0.404761904761905,0.0119047619047619,0.19047619047619,0.021505376344086
"90550",2010,263,13,263,18,62,68,0.258064516129032,0.0645161290322581,0.419354838709677,0.0294117647058824
"20100",2010,263,18,263,32.5,206,218,0.364077669902913,0.0388349514563107,0.29126213592233,0.0275229357798165
"71570",2010,263,18,263,18,15,15,0.4,0.133333333333333,0.133333333333333,0
"20320",2010,263,18,263,18,154,169,0.292207792207792,0.025974025974026,0.266233766233766,0.00591715976331361
"90630",2010,263,18,263,18,127,127,0.322834645669291,0.0393700787401575,0.204724409448819,0
"41940",2010,263,6,263,18,15,15,0.0666666666666667,0,0.4,0
"33700",2010,263,18,263,18,24,21,0.375,0.0833333333333333,0.208333333333333,0
"70780",2010,263,18,263,18,50,53,0.24,0,0.28,0
"33240",2010,263,18,263,30,18,17,0.333333333333333,0.0555555555555556,0.333333333333333,0
"15300",2010,263,18,263,18,45,47,0.2,0.0666666666666667,0.377777777777778,0
"15850",2010,263,18,263,18,9,11,0.333333333333333,0.111111111111111,0.111111111111111,0
"20460",2010,263,17,263,18,44,47,0.181818181818182,0.0227272727272727,0.340909090909091,0.0212765957446809
"90510",2010,263,18,263,18,30,33,0.366666666666667,0,0.233333333333333,0.0303030303030303
"33560",2010,263,18,263,18,92,92,0.380434782608696,0.0652173913043478,0.217391304347826,0
"70260",2010,263,18,263,36,37,39,0.405405405405405,0.0540540540540541,0.243243243243243,0
"20500",2010,263,18,263,43,43,40,0.395348837209302,0.0465116279069767,0.27906976744186,0
"90580",2010,263,16,263,18,54,55,0.296296296296296,0.0555555555555556,0.37037037037037,0
"40400",2010,263,18,263,18,69,69,0.304347826086957,0.0144927536231884,0.27536231884058,0.0289855072463768
"33540",2010,263,18,263,31,64,66,0.34375,0.03125,0.359375,0
"15140",2010,263,16,263,18,128,134,0.203125,0.015625,0.3515625,0.00746268656716418
"70100",2010,263,18,263,18,76,84,0.328947368421053,0.0394736842105263,0.289473684210526,0.0119047619047619
"40320",2010,263,18,263,24,55,59,0.381818181818182,0.0363636363636364,0.236363636363636,0.0169491525423729
"20900",2010,263,18,263,18,90,95,0.366666666666667,0.0555555555555556,0.222222222222222,0.0105263157894737
"33820",2010,263,18,263,18,94,96,0.329787234042553,0.0212765957446809,0.24468085106383,0
"20520",2010,251,21,251,35,20,22,0.5,0.15,0.15,0
"20740",2010,263,18,263,18,116,130,0.301724137931034,0.0172413793103448,0.275862068965517,0.00769230769230769
"33400",2010,263,18,263,18,79,88,0.291139240506329,0.0253164556962025,0.253164556962025,0.0113636363636364
"90660",2010,263,3,263,18,8,7,0.125,0,0.5,0
"70600",2010,263,18,263,18,29,28,0.379310344827586,0.0689655172413793,0.206896551724138,0
"33230",2010,263,18,263,29,52,54,0.423076923076923,0.0384615384615385,0.211538461538462,0
"33610",2010,263,18,263,18,35,34,0.342857142857143,0,0.2,0.0294117647058824
"90540",2010,263,18,263,24,196,198,0.413265306122449,0.0255102040816327,0.173469387755102,0
"15680",2010,263,18,263,18,39,38,0.333333333333333,0.0256410256410256,0.205128205128205,0.0263157894736842
"33210",2010,263,17,263,18,32,33,0.1875,0.03125,0.3125,0.0303030303030303
"70110",2010,263,18,263,30,15,17,0.4,0.0666666666666667,0.2,0
"70400",2010,257,27,257,37,8,8,0.5,0,0.125,0
"15210",2010,263,18,263,18,42,44,0.142857142857143,0.0238095238095238,0.19047619047619,0
"15610",2010,263,18,263,18,79,76,0.316455696202532,0.0379746835443038,0.265822784810127,0
"33180",2010,263,18,263,23,25,27,0.36,0.12,0.32,0.037037037037037
"15170",2010,263,18,263,18,50,52,0.3,0,0.34,0.0192307692307692
"41160",2010,263,18,263,18,76,80,0.289473684210526,0.0263157894736842,0.144736842105263,0.0125
"15560",2010,263,18,263,18,40,43,0.25,0.025,0.25,0
"15830",2010,263,18,263,18,38,38,0.131578947368421,0.0263157894736842,0.263157894736842,0
"70620",2010,263,18,263,18,16,18,0.3125,0.125,0.125,0
"40640",2010,263,18,263,18,88,93,0.295454545454545,0.0340909090909091,0.25,0.032258064516129
"33420",2010,263,18,263,18,24,27,0.25,0,0.333333333333333,0
"20960",2010,257,17,257,47,14,14,0.428571428571429,0,0.357142857142857,0
"40200",2010,263,18,263,18,38,35,0.315789473684211,0,0.263157894736842,0
"20300",2010,263,18,263,30,66,70,0.378787878787879,0.0606060606060606,0.287878787878788,0.0142857142857143
"40530",2010,263,18,263,18,59,62,0.338983050847458,0.0338983050847458,0.220338983050847,0
"20380",2010,263,18,263,40.5,35,37,0.485714285714286,0.0285714285714286,0.142857142857143,0
"20720",2010,263,18,263,37,35,35,0.371428571428571,0.0285714285714286,0.314285714285714,0
"40420",2010,263,18,263,18,73,76,0.301369863013699,0.0136986301369863,0.205479452054795,0
"70870",2010,263,17,263,18,34,35,0.176470588235294,0,0.205882352941176,0
"40800",2010,263,18,263,18,87,84,0.390804597701149,0.0574712643678161,0.206896551724138,0
"41800",2010,263,18,263,18,38,36,0.263157894736842,0.0263157894736842,0.236842105263158,0
"73300",2010,263,18,263,18,24,28,0.291666666666667,0.0416666666666667,0.291666666666667,0
"33300",2010,263,18,263,39,56,60,0.446428571428571,0.107142857142857,0.214285714285714,0
"73500",2010,263,18,263,18,22,22,0.272727272727273,0,0.0454545454545455,0
"90850",2010,263,18,263,18,43,46,0.209302325581395,0.0232558139534884,0.209302325581395,0
"73470",2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90830",2010,263,18,263,18,135,137,0.244444444444444,0.0666666666666667,0.251851851851852,0
"71730",2010,263,18,263,35.5,5,5,0.4,0,0.2,0
"15840",2010,263,16,263,18,28,30,0.214285714285714,0,0.285714285714286,0
"20700",2010,263,18,263,18,39,44,0.282051282051282,0.0256410256410256,0.256410256410256,0.0227272727272727
"71130",2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20210",2010,263,17,263,18,52,61,0.192307692307692,0.0576923076923077,0.403846153846154,0
"70700",2010,263,17,263,18,52,51,0.307692307692308,0.0576923076923077,0.346153846153846,0.0196078431372549
"70500",2010,263,18,263,18,48,45,0.3125,0.0416666666666667,0.229166666666667,0
"15110",2010,263,17,263,18,25,24,0.2,0,0.4,0
"40620",2010,263,18,263,18,10,10,0.4,0,0.1,0
"90570",2010,263,18,263,18,95,98,0.294736842105263,0.0421052631578947,0.263157894736842,0.0204081632653061
"70340",2010,263,18,263,18,38,42,0.342105263157895,0.0789473684210526,0.236842105263158,0.0476190476190476
