"postinro","vuosi","leave_m","leave_f","leave_mTaken","leave_fTaken","numFather","numMother","shareOver18","shareOverPaternity","shareNoLeave","shareUnderMaxMat"
"15540",2010,263,18,263,18,48,47,0.291666666666667,0.0416666666666667,0.166666666666667,0.0212765957446809
"41930",2010,263,18,263,18,14,13,0.214285714285714,0,0.214285714285714,0
"33250",2010,263,10,263,18,28,28,0.178571428571429,0,0.464285714285714,0
"40820",2010,263,18,263,18,18,22,0.166666666666667,0,0.277777777777778,0
"40500",2010,251,18,257,48,33,35,0.484848484848485,0.0606060606060606,0.212121212121212,0.0571428571428571
"33800",2010,263,18,263,24,58,60,0.448275862068966,0.0172413793103448,0.103448275862069,0.05
"15160",2010,263,18,263,41,27,29,0.481481481481481,0.037037037037037,0.148148148148148,0
"33730",2010,263,18,263,33.5,17,17,0.411764705882353,0.0588235294117647,0.294117647058824,0
"33410",2010,263,18,263,18,33,37,0.333333333333333,0,0.151515151515152,0
"20880",2010,263,18,263,18,28,25,0.321428571428571,0.0357142857142857,0.178571428571429,0
"90620",2010,NA,11,NA,18,7,NA,0,0,0.428571428571429,NA
"33330",2010,263,18,263,18,55,59,0.272727272727273,0.0181818181818182,0.345454545454545,0.0169491525423729
"15950",2010,263,18,263,18,37,40,0.243243243243243,0,0.243243243243243,0.025
"33680",2010,251,41,251,41,13,13,0.538461538461538,0,0,0
"21330",2010,263,18,263,18,22,22,0.318181818181818,0,0.181818181818182,0
"20400",2010,263,18,263,18,53,54,0.264150943396226,0.0188679245283019,0.169811320754717,0
"73810",2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20250",2010,263,18,263,35.5,7,6,0.285714285714286,0.142857142857143,0.428571428571429,0
"41140",2010,263,18,263,18,10,11,0,0,0,0
"73350",2010,263,18,263,18,7,6,0.285714285714286,0,0.142857142857143,0
"40630",2010,263,18,263,42,33,34,0.454545454545455,0.0606060606060606,0.212121212121212,0
"72100",2010,263,17,263,18,11,11,0.0909090909090909,0,0.363636363636364,0
"16100",2010,263,18,263,18,13,16,0.230769230769231,0,0.230769230769231,0
"15520",2010,263,18,263,18,30,30,0.2,0,0.2,0
"40700",2010,263,18,263,18,24,25,0.333333333333333,0.0416666666666667,0.291666666666667,0
"71775",2010,263,18,263,18,5,5,0.2,0,0.4,0
"15100",2010,263,17,263,18,42,50,0.285714285714286,0,0.333333333333333,0.02
"41840",2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70200",2010,263,18,263,18,60,66,0.266666666666667,0.0166666666666667,0.333333333333333,0.0303030303030303
"70300",2010,251,46,251,54,13,12,0.538461538461538,0.153846153846154,0.153846153846154,0
"34240",2010,263,16,263,18,17,20,0.176470588235294,0,0.294117647058824,0
"41630",2010,263,12,263,14.5,6,6,0,0,0.333333333333333,0
"71490",2010,263,18,263,18,6,6,0.333333333333333,0.166666666666667,0,0
"33520",2010,251,30,251,34,9,9,0.555555555555556,0,0.222222222222222,0.111111111111111
"40720",2010,263,18,263,26,20,19,0.4,0.05,0.25,0
"41450",2010,263,18,263,33,7,8,0.428571428571429,0,0.285714285714286,0
"71160",2010,263,18,263,18,15,16,0.266666666666667,0,0.0666666666666667,0
"71480",2010,263,18,263,18,13,13,0.230769230769231,0.0769230769230769,0.230769230769231,0
"71720",2010,263,18,263,18,10,10,0.3,0,0.1,0
"40660",2010,263,15,263,42,12,12,0.333333333333333,0,0.416666666666667,0
"71310",2010,263,18,263,18,8,9,0.125,0,0.125,0
"71750",2010,263,18,263,30,8,9,0.375,0,0.25,0
"40600",2010,251,42,251,47,15,13,0.533333333333333,0,0.266666666666667,0
"71650",2010,263,18,263,18,6,6,0,0,0,0
"73460",2010,263,18,263,18,6,6,0.166666666666667,0,0.166666666666667,0
"41860",2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73320",2010,263,11,263,18,10,8,0.1,0,0.4,0
"71330",2010,NA,0,NA,35,5,NA,0.2,0,0.6,NA
"71360",2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70420",2010,263,18,263,18,30,34,0.266666666666667,0,0.333333333333333,0
"70280",2010,263,18,263,18,33,36,0.242424242424242,0.0303030303030303,0.303030303030303,0.0277777777777778
"15580",2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41710",2010,263,NA,263,NA,NA,5,NA,NA,NA,0.2
"41820",2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21340",2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73360",2010,263,18,263,18,9,8,0.333333333333333,0,0.111111111111111,0
"70940",2010,251,42,251,47.5,7,7,0.571428571428571,0,0.142857142857143,0
"15810",2010,263,17,263,18,16,15,0,0,0.3125,0
"71520",2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73770",2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34260",2010,263,18,263,35.5,9,9,0.333333333333333,0,0.333333333333333,0
"70240",2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72490",2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90670",2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15900",2010,263,18,263,30,8,8,0.375,0,0.375,0
"15460",2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73410",2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71760",2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73830",2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71150",2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71680",2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34270",2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71950",2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71745",2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71380",2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41870",2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20320",2011,263,18,263,30,163,173,0.392638036809816,0.0552147239263804,0.226993865030675,0.0115606936416185
"90550",2011,263,18,263,18,46,46,0.347826086956522,0.0434782608695652,0.282608695652174,0
"20810",2011,263,18,263,30,139,144,0.359712230215827,0.0719424460431655,0.287769784172662,0.00694444444444444
"20540",2011,263,18,263,18,205,222,0.317073170731707,0.0341463414634146,0.307317073170732,0.0135135135135135
"20100",2011,263,18,263,38.5,199,202,0.437185929648241,0.0653266331658292,0.226130653266332,0.0247524752475248
"20750",2011,263,17,263,18,74,81,0.202702702702703,0.0405405405405405,0.418918918918919,0.0246913580246914
"33710",2011,263,18,263,18,223,240,0.354260089686099,0.0269058295964126,0.251121076233184,0.0125
"33580",2011,263,18,263,18,198,209,0.343434343434343,0.0353535353535354,0.237373737373737,0
"15140",2011,263,18,263,18,91,107,0.274725274725275,0.021978021978022,0.252747252747253,0
"33340",2011,251,18,257,43,71,71,0.492957746478873,0.0140845070422535,0.169014084507042,0.0140845070422535
"40270",2011,263,18,263,18,176,184,0.397727272727273,0.0284090909090909,0.153409090909091,0
"70500",2011,263,18,263,38,47,48,0.446808510638298,0.0851063829787234,0.212765957446809,0
"40250",2011,263,18,263,18,79,83,0.367088607594937,0.0379746835443038,0.151898734177215,0
"20610",2011,263,15,263,18,134,152,0.171641791044776,0.0373134328358209,0.432835820895522,0.0263157894736842
"40700",2011,263,18,263,19,24,26,0.458333333333333,0.0833333333333333,0.125,0
"33230",2011,263,18,263,48,30,36,0.433333333333333,0,0.333333333333333,0.0277777777777778
"70100",2011,263,18,263,18,84,94,0.392857142857143,0.0833333333333333,0.178571428571429,0
"70800",2011,263,18,263,18,41,41,0.390243902439024,0.0731707317073171,0.195121951219512,0
"90540",2011,263,18,263,18,233,230,0.40343347639485,0.0772532188841202,0.133047210300429,0.00434782608695652
"40100",2011,263,18,263,25,84,83,0.333333333333333,0.0476190476190476,0.357142857142857,0.036144578313253
"41160",2011,263,18,263,18,86,87,0.255813953488372,0.0465116279069767,0.174418604651163,0.0114942528735632
"70840",2011,263,18,263,27.5,79,79,0.443037974683544,0.0253164556962025,0.139240506329114,0
"33540",2011,263,18,263,36,77,77,0.363636363636364,0.051948051948052,0.298701298701299,0.012987012987013
"70150",2011,263,18,263,18,60,64,0.283333333333333,0.0333333333333333,0.266666666666667,0
"90570",2011,263,18,263,18,110,115,0.327272727272727,0.136363636363636,0.245454545454545,0.0347826086956522
"40400",2011,263,18,263,33,76,74,0.394736842105263,0,0.236842105263158,0
"33560",2011,263,18,263,41,114,113,0.456140350877193,0.0350877192982456,0.228070175438596,0.00884955752212389
"33720",2011,263,18,263,18,263,287,0.262357414448669,0.0304182509505703,0.311787072243346,0.0139372822299652
"73320",2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15550",2011,263,18,263,18,40,47,0.3,0.025,0.25,0
"40340",2011,263,16,263,18,83,95,0.168674698795181,0.0240963855421687,0.385542168674699,0
"73500",2011,263,18,263,18,22,22,0.181818181818182,0.0454545454545455,0.136363636363636,0.0454545454545455
"70820",2011,263,18,263,18,190,203,0.236842105263158,0.0263157894736842,0.247368421052632,0.0147783251231527
"40320",2011,263,18,263,18,51,56,0.196078431372549,0.0196078431372549,0.294117647058824,0
"15200",2011,263,17,263,18,34,38,0.205882352941176,0.0294117647058824,0.323529411764706,0.0263157894736842
"41800",2011,263,18,263,18,35,35,0.371428571428571,0.0857142857142857,0.228571428571429,0.0285714285714286
"33900",2011,263,18,263,18,130,139,0.238461538461538,0.0230769230769231,0.346153846153846,0.0431654676258993
"20360",2011,263,11,263,18,83,92,0.144578313253012,0.0240963855421687,0.421686746987952,0
"40520",2011,263,18,263,19.5,215,216,0.4,0.0418604651162791,0.2,0.00462962962962963
"15830",2011,263,18,263,18,27,30,0.222222222222222,0,0.296296296296296,0
"15170",2011,263,16,263,18,39,44,0.179487179487179,0,0.358974358974359,0
"70200",2011,263,18,263,18,48,48,0.3125,0.0416666666666667,0.25,0.0208333333333333
"70420",2011,263,17,263,18,32,36,0.25,0.03125,0.3125,0
"90650",2011,263,18,263,18,138,138,0.326086956521739,0.0289855072463768,0.231884057971014,0.0144927536231884
"40740",2011,263,18,263,39,64,67,0.421875,0.078125,0.21875,0.0149253731343284
"33610",2011,263,18,263,31.5,51,55,0.470588235294118,0.0392156862745098,0.0980392156862745,0.0181818181818182
"33300",2011,263,18,263,18,61,56,0.311475409836066,0.0163934426229508,0.180327868852459,0
"90530",2011,263,18,263,18,43,42,0.255813953488372,0.0697674418604651,0.302325581395349,0.0238095238095238
"20500",2011,263,18,263,38.5,35,37,0.428571428571429,0.0857142857142857,0.2,0
"41120",2011,263,18,263,18,31,31,0.387096774193548,0.032258064516129,0.032258064516129,0
"90800",2011,263,18,263,18,105,113,0.342857142857143,0.0571428571428571,0.238095238095238,0.00884955752212389
"33840",2011,263,18,263,18,37,37,0.297297297297297,0.0540540540540541,0.189189189189189,0.027027027027027
"41630",2011,263,39,263,39,6,7,0.666666666666667,0,0,0
"15800",2011,263,18,263,18,28,35,0.214285714285714,0,0.285714285714286,0
"20900",2011,263,18,263,25,127,128,0.385826771653543,0.047244094488189,0.236220472440945,0
"40800",2011,263,18,263,19,111,108,0.387387387387387,0.0630630630630631,0.225225225225225,0
"20380",2011,263,18,263,36,43,42,0.395348837209302,0.0465116279069767,0.255813953488372,0
"71750",2011,263,16,263,18,8,10,0.125,0.125,0.375,0
"16100",2011,263,11,263,18,9,10,0,0,0.444444444444444,0
"40420",2011,263,18,263,18,72,76,0.305555555555556,0.0138888888888889,0.152777777777778,0
"33400",2011,263,18,263,18,71,72,0.23943661971831,0.0422535211267606,0.267605633802817,0
"90520",2011,263,16,263,31,65,72,0.276923076923077,0.0307692307692308,0.476923076923077,0.0277777777777778
"15240",2011,263,17,263,18,73,73,0.150684931506849,0,0.315068493150685,0
"71480",2011,263,18,263,18,20,19,0.3,0,0.05,0
"20740",2011,263,18,263,18,114,122,0.333333333333333,0.0087719298245614,0.307017543859649,0
"33820",2011,263,18,263,24,123,122,0.40650406504065,0.0650406504065041,0.203252032520325,0
"41140",2011,263,18,263,18,13,12,0.307692307692308,0,0.0769230769230769,0
"70870",2011,263,18,263,18,22,21,0.227272727272727,0.0454545454545455,0.181818181818182,0
"15460",2011,263,18,263,18,6,7,0.333333333333333,0,0.166666666666667,0
"90560",2011,263,18,263,18,31,31,0.32258064516129,0.0645161290322581,0.225806451612903,0
"33270",2011,263,18,263,18,96,101,0.333333333333333,0.0208333333333333,0.260416666666667,0.0099009900990099
"15540",2011,263,18,263,42,52,52,0.480769230769231,0,0.134615384615385,0
"40530",2011,263,18,263,18,70,70,0.4,0.0142857142857143,0.157142857142857,0.0285714285714286
"90580",2011,263,18,263,18,44,47,0.340909090909091,0.0681818181818182,0.181818181818182,0
"90630",2011,263,18,263,31,121,123,0.454545454545455,0.0330578512396694,0.107438016528926,0.00813008130081301
"15100",2011,263,18,263,18,57,65,0.280701754385965,0.0175438596491228,0.175438596491228,0.0153846153846154
"15840",2011,263,17,263,18,23,26,0.173913043478261,0.0434782608695652,0.304347826086957,0
"33210",2011,263,18,263,18,33,37,0.333333333333333,0,0.303030303030303,0.027027027027027
"33310",2011,263,18,263,18,79,91,0.215189873417722,0.0253164556962025,0.278481012658228,0.021978021978022
"15810",2011,263,17,263,18,12,13,0.0833333333333333,0,0.25,0.0769230769230769
"90830",2011,263,18,263,18,120,123,0.283333333333333,0.0416666666666667,0.183333333333333,0
"70260",2011,263,18,263,37,37,36,0.459459459459459,0.0810810810810811,0.162162162162162,0
"71720",2011,251,52,251,53,7,7,0.714285714285714,0.142857142857143,0.142857142857143,0
"20240",2011,263,9,263,18,61,73,0.114754098360656,0,0.491803278688525,0.0136986301369863
"15560",2011,263,18,263,18,49,49,0.26530612244898,0.0612244897959184,0.183673469387755,0.0204081632653061
"90840",2011,263,18,263,18,37,36,0.324324324324324,0.027027027027027,0.135135135135135,0
"20960",2011,263,9,263,26.5,8,8,0.25,0,0.5,0
"15110",2011,263,0,263,28.5,29,26,0.206896551724138,0,0.586206896551724,0.0384615384615385
"20300",2011,263,18,263,18,67,63,0.298507462686567,0.0149253731343284,0.343283582089552,0
"90810",2011,263,18,263,18,30,30,0.2,0.0666666666666667,0.233333333333333,0
"15680",2011,263,18,263,18,37,37,0.324324324324324,0,0.108108108108108,0
"40820",2011,263,18,263,18,10,12,0.4,0.1,0.1,0
"33250",2011,263,18,263,40,22,25,0.409090909090909,0.0454545454545455,0.227272727272727,0.04
"15150",2011,263,18,263,18,32,33,0.3125,0.09375,0.28125,0.0606060606060606
"40900",2011,263,18,263,18,39,40,0.282051282051282,0,0.230769230769231,0
"40200",2011,263,18,263,18,34,36,0.352941176470588,0.0294117647058824,0.235294117647059,0.0277777777777778
"90820",2011,263,18,263,18,53,53,0.245283018867925,0.0377358490566038,0.169811320754717,0
"71160",2011,263,18,263,18,13,14,0.307692307692308,0.0769230769230769,0.0769230769230769,0
"40620",2011,263,18,263,30,7,7,0.428571428571429,0,0.142857142857143,0
"71680",2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40500",2011,263,18,263,47,44,41,0.409090909090909,0.0681818181818182,0.295454545454545,0.024390243902439
"15500",2011,263,17,263,18,51,66,0.137254901960784,0.0196078431372549,0.411764705882353,0.0151515151515152
"15610",2011,263,18,263,18,55,58,0.145454545454545,0.0181818181818182,0.218181818181818,0
"15210",2011,263,18,263,18,25,28,0.2,0,0.28,0.0357142857142857
"33420",2011,263,12,263,18,23,24,0.130434782608696,0.0434782608695652,0.347826086956522,0.0416666666666667
"15320",2011,263,18,263,18,39,36,0.256410256410256,0,0.205128205128205,0
"33240",2011,263,18,263,44,21,18,0.428571428571429,0.0476190476190476,0.333333333333333,0
"70280",2011,263,18,263,18,17,18,0.0588235294117647,0.0588235294117647,0.235294117647059,0
"20460",2011,263,18,263,18,38,38,0.131578947368421,0.0263157894736842,0.289473684210526,0
"70340",2011,263,17,263,18,39,42,0.307692307692308,0,0.333333333333333,0
"70600",2011,263,18,263,18,27,27,0.222222222222222,0.037037037037037,0.333333333333333,0
"72100",2011,263,17,263,18,12,13,0.166666666666667,0.0833333333333333,0.25,0
"70780",2011,263,18,263,18,65,64,0.292307692307692,0.0307692307692308,0.2,0
"40640",2011,263,18,263,18,89,91,0.359550561797753,0.0224719101123595,0.269662921348315,0
"33410",2011,263,18,263,18,42,43,0.285714285714286,0,0.238095238095238,0
"33800",2011,263,18,263,38.5,60,59,0.433333333333333,0,0.2,0
"90850",2011,263,18,263,18,48,45,0.270833333333333,0,0.25,0
"71310",2011,263,18,263,18,7,8,0,0,0.285714285714286,0
"70400",2011,263,17,263,18,8,6,0.25,0,0.25,0
"15520",2011,263,18,263,18,32,31,0.15625,0,0.21875,0
"40720",2011,251,54,251,54,15,14,0.6,0.0666666666666667,0.266666666666667,0
"15950",2011,263,17,263,18,32,29,0.25,0,0.375,0
"73830",2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15340",2011,263,18,263,18,42,43,0.380952380952381,0.0476190476190476,0.166666666666667,0.0232558139534884
"40660",2011,263,12,263,18,11,11,0.181818181818182,0,0.454545454545455,0
"73300",2011,263,18,263,18,23,25,0.260869565217391,0,0.260869565217391,0
"20250",2011,263,14,263,18,6,6,0,0,0.166666666666667,0
"41940",2011,263,18,263,18,17,16,0.411764705882353,0,0.117647058823529,0
"15900",2011,263,18,263,38,14,14,0.428571428571429,0,0.214285714285714,0
"71650",2011,263,18,263,18,6,6,0.333333333333333,0,0,0
"15160",2011,251,45,251,52,36,36,0.555555555555556,0.0833333333333333,0.166666666666667,0.0277777777777778
"15230",2011,263,18,263,18,33,33,0.151515151515152,0.0303030303030303,0.212121212121212,0
"20880",2011,263,18,263,32,27,31,0.407407407407407,0,0.222222222222222,0.0645161290322581
"34240",2011,263,18,263,18,16,17,0.3125,0.125,0.3125,0.0588235294117647
"33200",2011,263,18,263,23.5,31,31,0.354838709677419,0.0967741935483871,0.290322580645161,0
"33680",2011,263,18,263,18,13,12,0.384615384615385,0,0.153846153846154,0
"90620",2011,263,0,263,18,6,5,0,0,0.666666666666667,0
"70700",2011,263,18,263,18,37,36,0.324324324324324,0,0.216216216216216,0
"33330",2011,263,18,263,18,56,55,0.285714285714286,0,0.267857142857143,0
"33530",2011,263,18,263,43,43,42,0.465116279069767,0.0232558139534884,0.27906976744186,0
"90670",2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70460",2011,263,18,263,18,46,48,0.173913043478261,0,0.326086956521739,0
"20720",2011,263,18,263,27,42,45,0.357142857142857,0,0.285714285714286,0
"70110",2011,263,2,263,17.5,12,13,0.0833333333333333,0,0.5,0
"21330",2011,263,18,263,18,21,20,0.333333333333333,0.0476190476190476,0.19047619047619,0
"73360",2011,251,42,251,42,8,8,0.625,0.125,0,0
"15300",2011,263,18,263,18,50,53,0.3,0.02,0.26,0
"41860",2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20400",2011,263,18,263,18,44,48,0.181818181818182,0.0227272727272727,0.25,0.0208333333333333
"70940",2011,263,18,263,18,9,10,0.333333333333333,0,0.222222222222222,0
"33180",2011,255,34,255,37.5,20,23,0.6,0,0.1,0
"71745",2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20700",2011,263,14,263,18,24,24,0.291666666666667,0,0.333333333333333,0
"90660",2011,263,17,263,17,6,7,0.166666666666667,0,0,0
"20210",2011,263,18,263,18,34,41,0.176470588235294,0.0882352941176471,0.235294117647059,0.024390243902439
"90510",2011,263,18,263,31,36,32,0.333333333333333,0.0555555555555556,0.361111111111111,0
"33730",2011,263,18,263,20.5,20,21,0.35,0,0.3,0
"21340",2011,263,17,263,18,6,6,0.333333333333333,0,0.166666666666667,0
"41930",2011,263,18,263,18,10,10,0.2,0,0.1,0
"73350",2011,NA,18,NA,30.5,5,NA,0.4,0,0.2,NA
"40630",2011,263,18,263,18,33,34,0.303030303030303,0,0.212121212121212,0
"33500",2011,263,18,263,47,71,72,0.422535211267606,0.028169014084507,0.23943661971831,0.0138888888888889
"20520",2011,263,16,263,31,14,18,0.357142857142857,0.0714285714285714,0.357142857142857,0.0555555555555556
"70620",2011,263,18,263,18,19,16,0.210526315789474,0,0.210526315789474,0
"15580",2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71150",2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71360",2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41450",2011,263,18,263,18,12,11,0.333333333333333,0,0.25,0
"73410",2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71950",2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71570",2011,263,18,263,18,17,17,0.411764705882353,0.176470588235294,0.117647058823529,0
"70300",2011,251,52,251,52,8,9,0.875,0.25,0.125,0
"33700",2011,263,17,263,18,16,17,0.25,0,0.375,0
"15850",2011,263,12,263,12,7,6,0,0,0.285714285714286,0
"73770",2011,263,18,263,18,7,7,0.142857142857143,0,0.428571428571429,0
"41840",2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20200",2011,263,18,263,18.5,11,10,0.363636363636364,0,0.272727272727273,0
"41820",2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71775",2011,263,32,263,47,6,7,0.5,0,0.166666666666667,0
"40600",2011,263,18,263,18,20,20,0.4,0.05,0.15,0
"34260",2011,263,12,263,18,7,5,0.142857142857143,0,0.285714285714286,0
"33520",2011,257,18,257,53.5,7,10,0.428571428571429,0,0.428571428571429,0.1
"71130",2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41710",2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41880",2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71730",2011,263,18,263,18,8,8,0.375,0.125,0,0
"71330",2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73470",2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73810",2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71490",2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73460",2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16160",2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71740",2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71520",2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71760",2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71660",2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70240",2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20320",2012,263,18,263,18,169,187,0.272189349112426,0.0355029585798817,0.248520710059172,0.0106951871657754
"20540",2012,263,18,263,18,207,229,0.338164251207729,0.0386473429951691,0.314009661835749,0.0262008733624454
"33720",2012,263,18,263,18,271,289,0.324723247232472,0.0516605166051661,0.339483394833948,0.013840830449827
"20610",2012,263,8,263,18,151,162,0.19205298013245,0.0264900662251656,0.470198675496689,0.0123456790123457
"70100",2012,263,18,263,18,74,79,0.351351351351351,0.0540540540540541,0.22972972972973,0
"40520",2012,263,18,263,37,197,210,0.406091370558376,0.0558375634517767,0.228426395939086,0.00952380952380952
"33210",2012,263,18,263,42,33,33,0.484848484848485,0.0303030303030303,0.181818181818182,0
"40740",2012,263,18,263,27,75,75,0.386666666666667,0.04,0.226666666666667,0.0266666666666667
"40270",2012,263,18,263,36,165,160,0.418181818181818,0.0303030303030303,0.181818181818182,0
"15160",2012,263,27,263,36,28,30,0.5,0,0.107142857142857,0
"40340",2012,263,0,263,18,61,66,0.180327868852459,0,0.540983606557377,0.0303030303030303
"33710",2012,263,18,263,18,251,268,0.358565737051793,0.0358565737051793,0.223107569721116,0.0149253731343284
"33560",2012,263,18,263,24,100,102,0.37,0.03,0.26,0
"15340",2012,263,18,263,18,37,37,0.297297297297297,0,0.162162162162162,0
"33610",2012,263,18,263,18,68,70,0.367647058823529,0.0147058823529412,0.147058823529412,0.0142857142857143
"20240",2012,263,12,263,18,55,64,0.0909090909090909,0,0.436363636363636,0.078125
"20100",2012,263,18,263,18,182,172,0.362637362637363,0.0494505494505494,0.263736263736264,0.0116279069767442
"90630",2012,263,18,263,32.5,124,126,0.467741935483871,0.0403225806451613,0.129032258064516,0.00793650793650794
"40250",2012,263,18,263,41,91,92,0.43956043956044,0.010989010989011,0.197802197802198,0.0108695652173913
"40820",2012,263,18,263,18,17,18,0.294117647058824,0.0588235294117647,0.294117647058824,0
"90540",2012,263,18,263,23,255,259,0.431372549019608,0.0509803921568627,0.145098039215686,0.00386100386100386
"33330",2012,263,18,263,19,55,55,0.363636363636364,0,0.272727272727273,0.0181818181818182
"33540",2012,263,18,263,36,61,63,0.409836065573771,0.0163934426229508,0.245901639344262,0
"15240",2012,263,18,263,18,80,85,0.2375,0.05,0.275,0
"15520",2012,263,14,263,17,25,25,0.04,0.04,0.32,0
"20360",2012,263,17,263,18,82,92,0.207317073170732,0.024390243902439,0.341463414634146,0.0108695652173913
"20740",2012,263,18,263,18,109,121,0.293577981651376,0.0275229357798165,0.302752293577982,0.0247933884297521
"90830",2012,263,18,263,18,132,130,0.272727272727273,0.0378787878787879,0.181818181818182,0
"15500",2012,263,17,263,18,54,64,0.166666666666667,0.0555555555555556,0.388888888888889,0.015625
"40400",2012,263,18,263,41,75,77,0.48,0.0133333333333333,0.12,0
"40530",2012,263,18,263,18,72,72,0.375,0,0.152777777777778,0
"33800",2012,251,39,251,47,64,68,0.5625,0.03125,0.203125,0.0441176470588235
"90800",2012,263,18,263,18,104,111,0.355769230769231,0.0384615384615385,0.211538461538462,0
"33500",2012,263,18,263,36,90,96,0.444444444444444,0.0666666666666667,0.166666666666667,0
"71570",2012,263,18,263,36,23,23,0.478260869565217,0.0434782608695652,0.0869565217391304,0
"90650",2012,263,18,263,18,138,146,0.369565217391304,0.0217391304347826,0.202898550724638,0.00684931506849315
"41160",2012,263,18,263,18,92,96,0.347826086956522,0.0217391304347826,0.152173913043478,0
"15540",2012,263,18,263,34,67,67,0.432835820895522,0.0149253731343284,0.149253731343284,0.0149253731343284
"73500",2012,263,18,263,18,16,15,0.375,0,0.125,0
"70800",2012,263,18,263,18,39,42,0.307692307692308,0.0769230769230769,0.153846153846154,0
"41120",2012,263,18,263,18,43,43,0.325581395348837,0.0697674418604651,0.0930232558139535,0
"20810",2012,263,18,263,18,137,148,0.372262773722628,0.0510948905109489,0.226277372262774,0.0337837837837838
"15200",2012,263,18,263,18,33,33,0.242424242424242,0.0303030303030303,0.363636363636364,0
"20900",2012,263,18,263,18,97,98,0.381443298969072,0.0206185567010309,0.216494845360825,0
"40200",2012,251,30,251,31,41,42,0.51219512195122,0.0975609756097561,0.0731707317073171,0
"33820",2012,263,18,263,38,104,105,0.394230769230769,0.0480769230769231,0.278846153846154,0.019047619047619
"33270",2012,263,18,263,18,109,114,0.339449541284404,0.0275229357798165,0.284403669724771,0.0087719298245614
"15550",2012,263,18,263,18,44,40,0.159090909090909,0.0454545454545455,0.227272727272727,0
"15300",2012,263,17,263,18,46,48,0.195652173913043,0.0217391304347826,0.260869565217391,0
"40420",2012,263,18,263,18,80,80,0.275,0,0.2,0.0125
"70840",2012,263,18,263,34.5,97,96,0.443298969072165,0.0515463917525773,0.175257731958763,0.0104166666666667
"33580",2012,263,18,263,18,204,219,0.377450980392157,0.00980392156862745,0.21078431372549,0.0045662100456621
"71760",2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40630",2012,263,18,263,25.5,38,39,0.394736842105263,0.105263157894737,0.210526315789474,0
